I remained under the banyan tree, exhausted by my daily ritual of dragooning the men every two hours. 	I remained under the banyan tree, exhausted by my daily ritual of herding the cats every two hours. 	StackExchange Network: http://writers.stackexchange.com/questions/6879 Author: Fortiter (http://writers.stackexchange.com/users/4332)	StackExchange Network: http://writers.stackexchange.com/questions/6879 Author: Lauren Ipsum (http://writers.stackexchange.com/users/553)
The Hypo Real Estate should now pay interest on the fraction to what it would have law.	The Hypo Real Estate must from now on pay interest on a fraction to what it has the right.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
It could participate in the Beijing games because of a hypothetical poorly on the back, but he promised to win in Berlin, improving its third marathon, his personal record of nearly five minutes.	She could not participate in the Beijing games because of a hypothetical pain in the back, but promised to win in Berlin, improving her personal record by nearly five minutes in her third marathon.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
Least ten five hours of the morning.	Nine fifty five in the morning.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
The interpretation of the dominant market position is one of the many points of contention.	It was the biggest loss of points in the space of a day of history.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
It was the biggest loss of points in the space of a day in history.	"The first day of course in Japan.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
You can listen to the four new versions on the server iHNed.cz.	Listen to the four new version of the national anthem.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
Obama has said that he is the future.	Obama has said that it was the future.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
The reason for this striptease of thought is the relations of the press towards Ryan's new film "The Women" - which tells the story of an adulterer.	The reason for this striptease of thought is the press relations Ryan for his new film "The Women '- is told the story of a adultery.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
Much to Eatonville, as Ms Jones, a teacher courageous and which has a low for the red lively, have always fear that their insular community is understood.	Many at Eatonville, like Ms Jones, a courageous teacher who has a weakness for bright red, always fear that their insular community will not be understood.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
The sale price manufacturers to export rose by 1.1 percent compared to those of July 2008, as compared to those of a year ago, they fell by 3.9 percent.	The industrial export sale price rose by 1.1 percent compared to July 2008, while if compared to those of a year ago, it fell by 3.9 percent.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
Later, the Dow Jones was a little overtaken.	Later, Dow Jones recovered a little.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
This, the representatives of the ÚOHS must very well know, but their interests are apparently elsewhere.	The course of the obligations, however, are going particularly well.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
Renièrent legislators and supports the call to the project of President George Bush.	US President George Bush himself is glad of progress in the negotiations.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
However, I do not think so.	"However, once I have the impression that this is a risky job, I will remove it.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
These drinks, consumed especially the summer because désaltérantes and rich in vitamins, if associated with some vital medicines, to alter the popular absorbement or reducing in the case, their effectiveness, with the same serious consequences for health.	These drinks, consumed especially the summer because they are refreshing and rich in vitamins, if taken with some vital medicines, can alter their effectiveness, absorbing or reducing according to cases, with serious consequences to the health.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
Tuesday, at the beginning of trade, the stock exchange of Prague renoua with his downfall of the day before, when it lost almost six percent.	Tuesday, with the start of trade, the stock exchange of Prague continued with its downfall of the day before, when it lost almost six percent.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
We have seen many its binette allowed to grace the vinaigrette pots, sauces, biscuits and other foods, judging the process of poor taste, albeit joke at the outset.	We have seen his face on vinaigrette pots, sauces, biscuits and other foods, which tasted rather awful, albeit a joke at the outset.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
While no result had yet been announced, many young people came to demonstrate against the power of President Alexander Lukashenko: "The dictator, resign".	While no result had not yet been announced, many young people were came to demonstrate against the power of President Alexander Lukashenko: "The dictator, resignation".	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
None of the Czech operators did of a dominant position on such a market.	The problem is that trade of all mobile operators Czech prohibit such a resale.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
The question, if it is really a matter of chance, pops up naturally.	"However, once I have the impression that this is a risky job, I will remove it.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
The price of the production of paper, the activities of the print edition and have not changed.	The celebration of the Second crucial time for the Improvement of Record of the Equipe.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
This was repeated during the three years in the elections of the Bundestag of 2005, i.e. at the time of the much-discussed Stoiber.	This has said there are three years in the elections of the Bundestag of 2005, i.e. at the time of the much-discussed Stoiber.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
Later, the other two houses no longer does not rejoignèrent.	Later, the other two houses fell at odds as well.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
On the contrary, the mobile operators like to complain that the Czech market is extremely concurrenciez.	But given the attitude of mobile operators, the indifference of the Czech regulators is disconcerting.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
The work has just started, and there is still much to do in the two countries'.	Most of the time, I have no idea what I eat exactly here in Japan.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
Other operators would also refer to the nature of the Czech market.	None of the Czech operators has a dominant position on such a market.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
"We know how to take a step back," said Marcell Jansen.	"I didn't go out of my area" Favre said about all his passes to Coles.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
The course of the obligations, however, are particularly well.	However, in view of the dynamics and unpredictability of the crisis, there is no certainty.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
Sooner or later it will eventually a fatal accident, "he said, there is a years, Ty´den.cz.	Sooner or later it will eventually a fatal accident," he said, a year ago, to Ty´den.cz.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
This should particularly bring nights of insomnia to long term creditors on the decision of whether they should secede from their commitments or not.	This should reserve of the night of sleep before all creditors in the long term on the decision of whether they should secede from their commitments.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
No, not Mr, I am Spanish but I have lived here thinking two years.	Most of the time, I have no idea what I eat exactly here in Japan.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
The cap wage is not mentioned in any specificity: the limitations depend on how the secretariat of the Treasury offers its aid to the company.	The cap wage is not mentioned in the specific case, the limitations depend on how the secretariat the Treasury suggests its aid to the company.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
Today, Eatonville is an anomaly in Florida: To six miles of Orlando, it can at any time see themselves as a back street after a summer rainy day, small as it was when it was founded by 27 black families in the 1880's.	Today, Eatonville is an anomaly in Florida: Six miles from Orlando, it can at any time see itself as a back street after a summer rainy day, small as it was when it was founded by 27 black families in the 1880's.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
But pay attention, the Belgian brand does not make only tank tops.	But attention, because the Belgian brand does not only that the tank tops.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
"I have changed, I do not want to take risk".	"However, once I have the impression that this is a risky job, I will remove it.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
The future is perhaps promising.	But of course this is the future.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
Without egos ultimate amount of quality.	With little ego, the ultimate show of quality.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
We have four versions - one each with solo male or female voices, an interpretation with choir and an instrumental version.	We have four versions - with a song solo male or female, an interpretation with choir and an instrumental version.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
The larger editorial houses are working their way to the Internet, seen by many as the "murderer" of the paper newspaper.	The larger houses éditrices work their way to the Internet, seen by many as the "murderer" the paper newspaper.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
This, the representatives of the ÚOHS must very well know, but their interests are apparently elsewhere.	The course of the obligations, however, are particularly well.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
To refer, indeed, "we need a sketch of strategic reference, or firm or stand still, to allow our city, to improve, which it has absolutely necessary, while thinking about its future now a spirit of unity,".	According to Alemanno, indeed, "we need a sketch of strategic reference, neither firm nor immobile, to allow our city to improve, which is absolutely necessary, while thinking about its future in a spirit of unity,".	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
For many, the main advantage of mobile phones that play music is their prices.	In the case of mobile cheap, do they will play music for a few hours.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
The community has begun to hold a festival in honour of Hurston to demonstrate the catastrophic consequences that the motorway would have created.	The community has begun to hold a festival Hurston to demonstrate the catastrophic consequences that would create the motorway.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
Other operators would also refer to the nature of the Czech market.	None of the Czech operators did of a dominant position on such a market.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
The campaign by Mr Obama stresses that 'students African-American and Latin have less chance of diplômer white students. "This is true.	The campaign by Mr Obama stresses that "African-American and Latin students have less chance of granduating than white students." This is true.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
In the end, read the mangas, that is what I prefer already for years.	"However, once I have the impression that this is a job at risk, I supprimerai.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
On Saturday evening, representatives of legislators met the US Treasury Secretary Henry Paulson, in order to give a final form to the government fund.	Of Saturday evening, representatives of legislators rencontrèrent the US Treasury Secretary Henry Paulson, in order to give the bottom of the government a final form.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
This means that companies will have to find £81 million to settle the interests of the first year.	The Treasury estimates that the interests of the loan will in 2009, to £450millions.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
To place the blame on the CˇTÚ is a fairly common in communications, through which the ÚOHS is washing his hands of the matter.	To place the blame on the CˇTÚ is a fairly common trick in communications, through which the ÚOHS is washing its hands of the matter.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
For me, it was clear that I had to travel there some day.	"However, once I have the impression that this is a risky job, I will remove it.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
Well the four achievements of the new version of the national anthem.	The anthem has again been recorded by the orchestra of the theatre national under the direction of Jirˇí Beˇlohlávek.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
Of course, there is an analysis of relevant markets drawn up by the CˇTÚ that telecommunications are, from the point of view of economic competition, a single market.	Of course, there is an analysis of relevant markets drawn up by the CˇTÚ according to which the telecommunications are, from the point of view of economic competition, a single market.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
The choice of operators is unfortunately miserable and is limited, in most cases, to radio tubes.	The answer is simple, there is a lack of competition, which would like to join the fight.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
The Czech market is in comparison with other very specific.	Other operators also refer to the specific nature of the Czech market.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
Despite this, Iraq has been, for the most part, the weakness of Bush.	Anyway, despite all these arguments, the winning card for the democrats is George Bush.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
However, in view of the dynamics and unpredictability of the crisis, there is no certainty.	At the same time, in Europe, we had further proof of the global nature of the crisis.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
She asked me to go up for a cause if noble, but if it had asked to make the poirier, I would have done anyway.	She asked me to go up for a noble cause, but if she had asked to act the pear tree, I would have done it anyway.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
They have not been that according to the opposition.	The fact is that dividends have been cut.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
Elena attack by Luca, then the embraces.	Elena, Luca and others come together, Marco makes a last speech and explains the plan of attack.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
We are facing a government that is the only, of all the Western countries involved, not to have brought back its national trapped in the concentration camp at Guantánamo.	We have here a government that is the only one, of all the Western countries involved, not to have brought back its nationals trapped in the concentration camp at Guantánamo.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
On trade terms, the stock exchange of Prague fell	After the fall of Tuesday morning, the stock exchange of Prague réctifia its losses.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
Well the four achievements of the new version of the national anthem.	The new Czech anthem four new versions.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
With the show of strength of fishermen who have severely disrupted Monday the access of several ports in Brittany and Normandy, the President of the Republic has decided to go on Tuesday morning at the port of Guilvinec, in the Finisterre, to meet their representatives.	With the show in strength of fishermen who have severely disrupted the access of several ports on Monday in Brittany and Normandy, the President of the Republic has decided to go on Tuesday morning to the port of Guilvinec, in Finisterre, to meet their representatives.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
In the MDAX, the actions of Arcandor fell after the announcement of an increase in the capital.	In Rome, Alemanno gave the order to make the Commission for the future of the capital leave.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
I am pleased to have a wonderful family who will at best ".	I am pleased because she has agreed to play a role in my work and I am honoured ".	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
The detainee, A. A. J. of 28 years, has been in custody for achieving the various steps and will be judged in the next few hours.	The detainee, A. A. J. aged 28 years, has been in custody for committing the various crimes and will be judged in the next few hours.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
Other operators also refer to the specific nature of the Czech market.	On the contrary, the mobile operators like to complain that the Czech market is extremely concurrenciez.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
The stock exchange of Warsaw made a proposal to buy the stock exchange of Prague	At the end of trade, the stock exchange of Prague bascula in the negative	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
The driver of the coach tried to avoid it by swerving hard, but still grazed the right side of the lorry.	The driver of the last to try to avoid it through a sudden move, but he fell short by his right side.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
The work has just started, and there is still much to do in the two countries'.	And perhaps we continue to call more expensive than in the rest of Europe.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
Elena attack by Luca, then the embraces.	To Elena, this is the first time, Luca already the third or fourth time.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
In Masi, "the choice of rotating doors is important to a symbolic point of view.	Especially as it is relatively saturated from the point of view of the offer of services. "	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
His step-daughter left for Plymouth.	Its beautiful daughter out Plymouth.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
Tourists kidnapped in Egypt are free	The European tourists kidnapped in the Sahara are visibly free.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
This, the representatives of the ÚOHS must very well know, but their interests are apparently the other.	On both sides, there were, of course, those who have expressed their doubts about the plan.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
The police began their continued until the vehicle stops two miles up the low-hand, where the two occupants took to flee in a forested area.	The police began their chase until the vehicle stopped two miles up the road, where the two occupants got down to flee into a forested area.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
The Nobel Prize for economy has been awarded to the American Paul Krugman for his research on trade models and localisation of business.	The Nobel Prize for the economy has been attributed to the American Paul Krugman for his research on the models of trade and the location of business.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
The price of the production of paper, the activities of the print edition and have not changed.	At the same time, in Europe, we had further proof of the global nature of the crisis.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
The stock exchange of Warsaw made a proposal to buy the stock exchange of Prague	On trade terms, the stock exchange of Prague fell	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
The PCA (format used by the company and its Apple iPods taken from them), meanwhile, is less course.	AAC (the format used by Apple and its iPods), meanwhile, is less current.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target_postedited
The work has just started, and there is still much to do in the two countries'.	In the end, read the mangas, that is what I prefer already for years.	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target	EAMT11 post-editting dataset (http://staffwww.dcs.shef.ac.uk/people/L.Specia/resources) target
How do I make a height adjustable desk?	How can I build a wall mounted adjustable height desk?	StackExchange Network: http://diy.stackexchange.com/questions/1928 Author: Evan (http://diy.stackexchange.com/users/831) Last Editor: Aarthi (http://diy.stackexchange.com/users/3312)	StackExchange Network: http://diy.stackexchange.com/questions/15169 Author: davemackey (http://diy.stackexchange.com/users/6139) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)
How can I find out why my washing machine trips the outlet?	How can I figure out why my washing machine is tripping the GFCI receptacle?	StackExchange Network: http://diy.stackexchange.com/questions/53806 Author: Alec Brososky (http://diy.stackexchange.com/users/28515)	StackExchange Network: http://diy.stackexchange.com/questions/16434 Author: process91 (http://diy.stackexchange.com/users/7157) Last Editor: process91 (http://diy.stackexchange.com/users/7157)
Should I use IRA money to pay down my student loans?	Should I cash out my IRA to pay my student loans?	StackExchange Network: http://money.stackexchange.com/questions/35823 Author: Janelle (http://money.stackexchange.com/users/19436) Last Editor: Chris W. Rea (http://money.stackexchange.com/users/3)	StackExchange Network: http://money.stackexchange.com/questions/39052 Author: user22114 (No OwnerUserId. Deleted?) Last Editor: mhoran_psprep (http://money.stackexchange.com/users/5414)
